strut_id,junction0,junction1,unit_cell_edge_idx,unit_cell_ids,design_thickness,start_x,start_y,start_z,end_x,end_y,end_z,shaft_sample_count,mask_occupancy,centerline_coverage,raw_ct_score,equivalent_thickness_um,thickness_score,longest_internal_gap_voxels,continuity_score,density_score,otsu_threshold,density_threshold,classification
8304,4674,4673,6,333,0.1,98.940164,131.94308,381.67377,138.62933,171.23043,381.59725,43,0.37541528,1,0.30952276,193.64917,0.55328334,0,1,0.49380225,0.40911171,0.35911171,present
8305,4674,4670,25,333,0.1,98.940164,131.94308,381.67377,99.108883,171.54064,421.05317,49,0.53269471,1,0.48443779,239.79158,0.68511879,0,1,0.62641945,0.40911171,0.35911171,present
8306,4675,4670,27,333,0.1,99.341935,210.91937,381.45528,99.108883,171.54064,421.05317,49,0.53227822,1,0.48262963,234.52079,0.67005939,0,1,0.6219872,0.40911171,0.35911171,present
8307,4675,4671,23,333,0.1,99.341935,210.91937,381.45528,99.173215,171.32182,342.07588,49,0.51353603,1,0.48311321,234.52079,0.67005939,0,1,0.61650962,0.40911171,0.35911171,present
8308,4676,4685,1,334,0.1,138.46062,131.63287,342.21785,178.14979,170.92023,342.14132,37,0.49145063,1,0.37594118,223.6068,0.63887656,0,1,0.56993668,0.40911171,0.35911171,present
8309,4677,4685,2,334,0.1,217.43719,131.23128,342.28329,178.14979,170.92023,342.14132,42,0.50437318,1,0.39079922,229.12878,0.65465367,0,1,0.58221514,0.40911171,0.35911171,present
8310,4678,4685,3,334,0.1,217.83896,210.20758,342.0648,178.14979,170.92023,342.14132,49,0.46272387,1,0.35970568,217.94495,0.62269985,0,1,0.55240383,0.40911171,0.35911171,present
8311,4679,4685,0,334,0.1,138.86239,210.60917,341.99936,178.14979,170.92023,342.14132,46,0.48491571,1,0.36722772,226.36779,0.64676512,0,1,0.56733431,0.40911171,0.35911171,present
8312,4676,4686,13,334,0.1,138.46062,131.63287,342.21785,138.62933,171.23043,381.59725,49,0.55226989,1,0.5148912,244.94897,0.69985421,0,1,0.64511188,0.40911171,0.35911171,present
8313,4679,4686,12,334,0.1,138.86239,210.60917,341.99936,138.62933,171.23043,381.59725,47,0.5588363,1,0.4981084,244.94897,0.69985421,0,1,0.64204696,0.40911171,0.35911171,present
8314,4680,4686,28,334,0.1,138.79805,210.82799,420.97665,138.62933,171.23043,381.59725,47,0.55840208,1,0.51666271,244.94897,0.69985421,0,1,0.64748299,0.40911171,0.35911171,present
8315,4681,4686,29,334,0.1,138.39628,131.85169,421.19514,138.62933,171.23043,381.59725,37,0.53502482,1,0.49134924,244.94897,0.69985421,0,1,0.63287577,0.40911171,0.35911171,present
8316,4676,4688,14,334,0.1,138.46062,131.63287,342.21785,177.91673,131.54149,381.73921,44,0.68970315,1,0.59997176,282.84271,0.80812204,0,1,0.73893298,0.40911171,0.35911171,present
8317,4677,4688,15,334,0.1,217.43719,131.23128,342.28329,177.91673,131.54149,381.73921,49,0.666389,1,0.59491234,278.38822,0.79539491,0,1,0.72723913,0.40911171,0.35911171,present
8318,4681,4688,30,334,0.1,138.39628,131.85169,421.19514,177.91673,131.54149,381.73921,49,0.71220325,1,0.62527588,291.54759,0.83299313,0,1,0.75949202,0.40911171,0.35911171,present
8319,4682,4688,31,334,0.1,217.37285,131.4501,421.26058,177.91673,131.54149,381.73921,41,0.506222,0.97560976,0.46923483,250,0.71428571,1,0.9518144,0.61398064,0.40911171,0.35911171,present
8320,4686,4684,24,334,0.1,138.62933,171.23043,381.59725,178.08545,171.13904,421.11861,32,0.81951531,1,0.68798277,316.22777,0.9035079,0,1,0.8281264,0.40911171,0.35911171,present
8321,4686,4685,20,334,0.1,138.62933,171.23043,381.59725,178.14979,170.92023,342.14132,48,0.61139456,1,0.55070548,276.12475,0.78892785,0,1,0.69586198,0.40911171,0.35911171,present
8322,4686,4689,4,334,0.1,138.62933,171.23043,381.59725,178.31851,210.51778,381.52072,49,0.35068721,1,0.29987255,173.20508,0.49487166,0,1,0.46888584,0.40911171,0.35911171,present
8323,4686,4688,5,334,0.1,138.62933,171.23043,381.59725,177.91673,131.54149,381.73921,47,0.47372992,1,0.38371765,223.6068,0.63887656,0,1,0.56695341,0.40911171,0.35911171,present
8324,4687,4685,22,334,0.1,217.60591,170.82884,381.66269,178.14979,170.92023,342.14132,34,0.71668667,1,0.62809641,287.22813,0.82065181,0,1,0.75859788,0.40911171,0.35911171,present
8325,4687,4689,7,334,0.1,217.60591,170.82884,381.66269,178.31851,210.51778,381.52072,48,0.43835034,1,0.36170237,212.13203,0.60609153,0,1,0.54153869,0.40911171,0.35911171,present
8326,4687,4684,26,334,0.1,217.60591,170.82884,381.66269,178.08545,171.13904,421.11861,44,0.7244898,1,0.63554678,291.54759,0.83299313,0,1,0.76625926,0.40911171,0.35911171,present
8327,4688,4685,21,334,0.1,177.91673,131.54149,381.73921,178.14979,170.92023,342.14132,42,0.57725948,1,0.53122164,252.47549,0.72135854,0,1,0.66288397,0.40911171,0.35911171,present
8328,4688,4687,6,334,0.1,177.91673,131.54149,381.73921,217.60591,170.82884,381.66269,49,0.40358184,1,0.34515482,193.64917,0.55328334,0,1,0.51294183,0.40911171,0.35911171,present
8329,4688,4684,25,334,0.1,177.91673,131.54149,381.73921,178.08545,171.13904,421.11861,37,0.58025372,1,0.54052498,250,0.71428571,0,1,0.66480504,0.40911171,0.35911171,present
8330,4689,4684,27,334,0.1,178.31851,210.51778,381.52072,178.08545,171.13904,421.11861,40,0.56479592,1,0.52213619,244.94897,0.69985421,0,1,0.65104319,0.40911171,0.35911171,present
8331,4689,4685,23,334,0.1,178.31851,210.51778,381.52072,178.14979,170.92023,342.14132,40,0.55918367,1,0.52006866,244.94897,0.69985421,0,1,0.64873925,0.40911171,0.35911171,present
8332,4690,4699,1,335,0.1,217.43719,131.23128,342.28329,257.12636,170.51863,342.20677,49,0.44398167,1,0.34052682,206.15528,0.58901509,0,1,0.53260632,0.40911171,0.35911171,present
8333,4691,4699,2,335,0.1,296.41376,130.82969,342.34874,257.12636,170.51863,342.20677,49,0.49271137,1,0.38269035,217.94495,0.62269985,0,1,0.56829548,0.40911171,0.35911171,present
8334,4692,4699,3,335,0.1,296.81553,209.80599,342.13025,257.12636,170.51863,342.20677,42,0.44412051,1,0.33287636,212.13203,0.60609153,0,1,0.53462194,0.40911171,0.35911171,present
8335,4693,4699,0,335,0.1,217.83896,210.20758,342.0648,257.12636,170.51863,342.20677,42,0.48104956,1,0.36581484,226.36779,0.64676512,0,1,0.5657506,0.40911171,0.35911171,present
8336,4690,4700,13,335,0.1,217.43719,131.23128,342.28329,217.60591,170.82884,381.66269,37,0.5609487,1,0.51969867,244.94897,0.69985421,0,1,0.64915776,0.40911171,0.35911171,present
8337,4693,4700,12,335,0.1,217.83896,210.20758,342.0648,217.60591,170.82884,381.66269,49,0.59017076,1,0.53454376,254.95098,0.72843136,0,1,0.6695222,0.40911171,0.35911171,present
8338,4694,4700,28,335,0.1,217.77462,210.4264,421.04209,217.60591,170.82884,381.66269,47,0.53842814,1,0.51928761,239.79158,0.68511879,0,1,0.63859442,0.40911171,0.35911171,present
8339,4695,4700,29,335,0.1,217.37285,131.4501,421.26058,217.60591,170.82884,381.66269,49,0.57101208,1,0.52850571,250,0.71428571,0,1,0.65842677,0.40911171,0.35911171,present
8340,4690,4702,14,335,0.1,217.43719,131.23128,342.28329,256.89331,131.1399,381.80466,39,0.67399267,1,0.60200534,282.84271,0.80812204,0,1,0.73482991,0.40911171,0.35911171,present
8341,4691,4702,15,335,0.1,296.41376,130.82969,342.34874,256.89331,131.1399,381.80466,48,0.65858844,1,0.57940412,287.22813,0.82065181,0,1,0.72656072,0.40911171,0.35911171,present
8342,4695,4702,30,335,0.1,217.37285,131.4501,421.26058,256.89331,131.1399,381.80466,49,0.69596002,1,0.62831177,287.22813,0.82065181,0,1,0.75244449,0.40911171,0.35911171,present
8343,4696,4702,31,335,0.1,296.34942,131.04851,421.32603,256.89331,131.1399,381.80466,34,0.67346939,1,0.58654801,287.22813,0.82065181,0,1,0.73316817,0.40911171,0.35911171,present
8344,4700,4698,24,335,0.1,217.60591,170.82884,381.66269,257.06202,170.73745,421.18406,36,0.7154195,1,0.62809795,291.54759,0.83299313,0,1,0.76130352,0.40911171,0.35911171,present
8345,4700,4699,20,335,0.1,217.60591,170.82884,381.66269,257.12636,170.51863,342.20677,49,0.67721783,1,0.59923668,287.22813,0.82065181,0,1,0.7380993,0.40911171,0.35911171,present
8346,4700,4703,4,335,0.1,217.60591,170.82884,381.66269,257.29508,210.11619,381.58617,38,0.37540279,1,0.3180305,187.08287,0.53452248,0,1,0.49166061,0.40911171,0.35911171,present
8347,4700,4702,5,335,0.1,217.60591,170.82884,381.66269,256.89331,131.1399,381.80466,44,0.47356215,1,0.37646754,226.36779,0.64676512,0,1,0.56670019,0.40911171,0.35911171,present
8348,4701,4699,22,335,0.1,296.58248,170.42725,381.72814,257.12636,170.51863,342.20677,38,0.66809882,1,0.59389305,278.38822,0.79539491,0,1,0.72744629,0.40911171,0.35911171,present
8349,4701,4703,7,335,0.1,296.58248,170.42725,381.72814,257.29508,210.11619,381.58617,44,0.45408163,1,0.36960442,209.14366,0.59755331,0,1,0.54649414,0.40911171,0.35911171,present
8350,4701,4698,26,335,0.1,296.58248,170.42725,381.72814,257.06202,170.73745,421.18406,48,0.62840136,1,0.57558232,266.91669,0.7626191,0,1,0.70184988,0.40911171,0.35911171,present
8351,4702,4699,21,335,0.1,256.89331,131.1399,381.80466,257.12636,170.51863,342.20677,42,0.54275996,1,0.51061264,244.94897,0.69985421,0,1,0.64097533,0.40911171,0.35911171,present
8352,4702,4701,6,335,0.1,256.89331,131.1399,381.80466,296.58248,170.42725,381.72814,37,0.37120794,1,0.31735919,180.27756,0.51507875,0,1,0.48533983,0.40911171,0.35911171,present
8353,4702,4698,25,335,0.1,256.89331,131.1399,381.80466,257.06202,170.73745,421.18406,49,0.5393586,1,0.51534963,239.79158,0.68511879,0,1,0.63769217,0.40911171,0.35911171,present
8354,4703,4698,27,335,0.1,257.29508,210.11619,381.58617,257.06202,170.73745,421.18406,43,0.5448505,1,0.49246843,244.94897,0.69985421,0,1,0.63615923,0.40911171,0.35911171,present
8355,4703,4699,23,335,0.1,257.29508,210.11619,381.58617,257.12636,170.51863,342.20677,49,0.55102041,1,0.51639862,239.79158,0.68511879,0,1,0.64150541,0.40911171,0.35911171,present
8356,4704,4713,1,336,0.1,296.41376,130.82969,342.34874,336.10293,170.11704,342.27221,43,0.44470812,1,0.34082592,212.13203,0.60609153,0,1,0.53718309,0.40911171,0.35911171,present
8357,4705,4713,2,336,0.1,375.39033,130.4281,342.41418,336.10293,170.11704,342.27221,39,0.45735217,1,0.35222731,212.13203,0.60609153,0,1,0.54439673,0.40911171,0.35911171,present
8358,4706,4713,3,336,0.1,375.7921,209.40439,342.19569,336.10293,170.11704,342.27221,42,0.39795918,1,0.31324659,200,0.57142857,0,1,0.50621888,0.40911171,0.35911171,present
8359,4707,4713,0,336,0.1,296.81553,209.80599,342.13025,336.10293,170.11704,342.27221,48,0.45833333,1,0.35673162,212.13203,0.60609153,0,1,0.54604237,0.40911171,0.35911171,present
8360,4704,4714,13,336,0.1,296.41376,130.82969,342.34874,296.58248,170.42725,381.72814,49,0.54852145,1,0.51257926,239.79158,0.68511879,0,1,0.63960991,0.40911171,0.35911171,present
8361,4707,4714,12,336,0.1,296.81553,209.80599,342.13025,296.58248,170.42725,381.72814,37,0.53778268,1,0.48499681,244.94897,0.69985421,0,1,0.6317974,0.40911171,0.35911171,present
8362,4708,4714,28,336,0.1,296.7512,210.0248,421.10754,296.58248,170.42725,381.72814,43,0.53773137,1,0.50179897,239.79158,0.68511879,0,1,0.6331388,0.40911171,0.35911171,present
8363,4709,4714,29,336,0.1,296.34942,131.04851,421.32603,296.58248,170.42725,381.72814,47,0.53495441,1,0.5042664,244.94897,0.69985421,0,1,0.63672979,0.40911171,0.35911171,present
8364,4704,4716,14,336,0.1,296.41376,130.82969,342.34874,335.86988,130.7383,381.8701,35,0.60058309,1,0.55668915,269.25824,0.76930926,0,1,0.68950899,0.40911171,0.35911171,present
8365,4705,4716,15,336,0.1,375.39033,130.4281,342.41418,335.86988,130.7383,381.8701,44,0.74257885,1,0.65221025,300,0.85714286,0,1,0.78272245,0.40911171,0.35911171,present
8366,4709,4716,30,336,0.1,296.34942,131.04851,421.32603,335.86988,130.7383,381.8701,48,0.74022109,1,0.65486126,300,0.85714286,0,1,0.78281042,0.40911171,0.35911171,present
8367,4710,4716,31,336,0.1,375.326,130.64692,421.39147,335.86988,130.7383,381.8701,34,0.60264106,1,0.56659079,264.57513,0.75592895,0,1,0.68975179,0.40911171,0.35911171,present
8368,4714,4712,24,336,0.1,296.58248,170.42725,381.72814,336.0386,170.33586,421.2495,41,0.60676954,1,0.54850322,269.25824,0.76930926,0,1,0.68890914,0.40911171,0.35911171,present
8369,4714,4713,20,336,0.1,296.58248,170.42725,381.72814,336.10293,170.11704,342.27221,49,0.74885464,1,0.65812746,300,0.85714286,0,1,0.78638035,0.40911171,0.35911171,present
8370,4714,4717,4,336,0.1,296.58248,170.42725,381.72814,336.27165,209.7146,381.65161,48,0.32355442,1,0.28693347,173.20508,0.49487166,0,1,0.45686428,0.40911171,0.35911171,uncertain
8371,4714,4716,5,336,0.1,296.58248,170.42725,381.72814,335.86988,130.7383,381.8701,42,0.48785228,1,0.38669058,223.6068,0.63887656,0,1,0.572082,0.40911171,0.35911171,present
8372,4715,4713,22,336,0.1,375.55905,170.02566,381.79358,336.10293,170.11704,342.27221,45,0.58049887,1,0.54013239,259.80762,0.74230749,0,1,0.67176625,0.40911171,0.35911171,present
8373,4715,4717,7,336,0.1,375.55905,170.02566,381.79358,336.27165,209.7146,381.65161,44,0.46057514,1,0.37093502,217.94495,0.62269985,0,1,0.55512801,0.40911171,0.35911171,present
8374,4715,4712,26,336,0.1,375.55905,170.02566,381.79358,336.0386,170.33586,421.2495,49,0.63890046,1,0.5720458,278.38822,0.79539491,0,1,0.7121326,0.40911171,0.35911171,present
8375,4716,4713,21,336,0.1,335.86988,130.7383,381.8701,336.10293,170.11704,342.27221,49,0.52061641,1,0.48041709,239.79158,0.68511879,0,1,0.62158975,0.40911171,0.35911171,present
8376,4716,4715,6,336,0.1,335.86988,130.7383,381.8701,375.55905,170.02566,381.79358,48,0.40816327,1,0.32809147,200,0.57142857,0,1,0.51373356,0.40911171,0.35911171,present
8377,4716,4712,25,336,0.1,335.86988,130.7383,381.8701,336.0386,170.33586,421.2495,35,0.52594752,1,0.49106467,239.79158,0.68511879,0,1,0.62638335,0.40911171,0.35911171,present
8378,4717,4712,27,336,0.1,336.27165,209.7146,381.65161,336.0386,170.33586,421.2495,49,0.55268638,1,0.49768181,250,0.71428571,0,1,0.64368189,0.40911171,0.35911171,present
8379,4717,4713,23,336,0.1,336.27165,209.7146,381.65161,336.10293,170.11704,342.27221,35,0.51137026,1,0.47305316,239.79158,0.68511879,0,1,0.61660672,0.40911171,0.35911171,present
8380,4718,4727,1,337,0.1,375.39033,130.4281,342.41418,415.0795,169.71545,342.33766,42,0.39164237,1,0.31312584,187.08287,0.53452248,0,1,0.49506109,0.40911171,0.35911171,present
8381,4719,4727,2,337,0.1,454.3669,130.02651,342.47962,415.0795,169.71545,342.33766,49,0.36318201,1,0.30192221,180.27756,0.51507875,0,1,0.47830095,0.40911171,0.35911171,present
8382,4720,4727,3,337,0.1,454.76867,209.0028,342.26114,415.0795,169.71545,342.33766,48,0.3835034,1,0.30324759,187.08287,0.53452248,0,1,0.48965592,0.40911171,0.35911171,present
8383,4721,4727,0,337,0.1,375.7921,209.40439,342.19569,415.0795,169.71545,342.33766,38,0.41729323,1,0.32645559,200,0.57142857,0,1,0.51598179,0.40911171,0.35911171,present
8384,4718,4728,13,337,0.1,375.39033,130.4281,342.41418,375.55905,170.02566,381.79358,39,0.47252747,1,0.45965108,223.6068,0.63887656,0,1,0.58937271,0.40911171,0.35911171,present
8385,4721,4728,12,337,0.1,375.7921,209.40439,342.19569,375.55905,170.02566,381.79358,48,0.47108844,1,0.43445707,223.6068,0.63887656,0,1,0.58138279,0.40911171,0.35911171,present
8386,4722,4728,28,337,0.1,375.72777,209.62321,421.17298,375.55905,170.02566,381.79358,49,0.49812578,1,0.47297296,223.6068,0.63887656,0,1,0.60104876,0.40911171,0.35911171,present
8387,4723,4728,29,337,0.1,375.326,130.64692,421.39147,375.55905,170.02566,381.79358,36,0.47562358,1,0.44448532,234.52079,0.67005939,0,1,0.59354752,0.40911171,0.35911171,present
8388,4718,4730,14,337,0.1,375.39033,130.4281,342.41418,414.84645,130.33671,381.93555,36,0.54705215,1,0.51376344,250,0.71428571,0,1,0.64681611,0.40911171,0.35911171,present
8389,4719,4730,15,337,0.1,454.3669,130.02651,342.47962,414.84645,130.33671,381.93555,43,0.33887043,0.74418605,0.32449103,223.53687,0.63867676,11,0.55381287,0.44174956,0.40911171,0.35911171,broken
8390,4723,4730,30,337,0.1,375.326,130.64692,421.39147,414.84645,130.33671,381.93555,47,0.70950934,1,0.63696429,282.84271,0.80812204,0,1,0.7559726,0.40911171,0.35911171,present
8391,4724,4730,31,337,0.1,454.30257,130.24533,421.45691,414.84645,130.33671,381.93555,39,0.5170068,1,0.50005281,244.94897,0.69985421,0,1,0.63008144,0.40911171,0.35911171,present
8392,4728,4726,24,337,0.1,375.55905,170.02566,381.79358,415.01517,169.93427,421.31495,46,0.54880213,1,0.52075519,250,0.71428571,0,1,0.64943862,0.40911171,0.35911171,present
8393,4728,4727,20,337,0.1,375.55905,170.02566,381.79358,415.0795,169.71545,342.33766,49,0.73760933,1,0.64031794,291.54759,0.83299313,0,1,0.77162646,0.40911171,0.35911171,present
8394,4728,4731,4,337,0.1,375.55905,170.02566,381.79358,415.24822,209.31301,381.71706,45,0.38866213,1,0.30801501,200,0.57142857,0,1,0.50186028,0.40911171,0.35911171,present
8395,4728,4730,5,337,0.1,375.55905,170.02566,381.79358,414.84645,130.33671,381.93555,48,0.43154762,1,0.34096155,206.15528,0.58901509,0,1,0.52900652,0.40911171,0.35911171,present
8396,4729,4727,22,337,0.1,454.53562,169.62407,381.85903,415.0795,169.71545,342.33766,49,0.48271554,1,0.47320788,239.79158,0.68511879,0,1,0.60805672,0.40911171,0.35911171,present
8397,4729,4731,7,337,0.1,454.53562,169.62407,381.85903,415.24822,209.31301,381.71706,48,0.37712585,1,0.30769075,187.08287,0.53452248,0,1,0.4890756,0.40911171,0.35911171,present
8398,4729,4726,26,337,0.1,454.53562,169.62407,381.85903,415.01517,169.93427,421.31495,49,0.68763015,1,0.61438085,287.22813,0.82065181,0,1,0.74576625,0.40911171,0.35911171,present
8399,4730,4727,21,337,0.1,414.84645,130.33671,381.93555,415.0795,169.71545,342.33766,42,0.43780369,1,0.40563894,215.03849,0.61439569,0,1,0.55663171,0.40911171,0.35911171,present
8400,4730,4729,6,337,0.1,414.84645,130.33671,381.93555,454.53562,169.62407,381.85903,47,0.39426835,1,0.31482747,193.64917,0.55328334,0,1,0.50104958,0.40911171,0.35911171,present
8401,4730,4726,25,337,0.1,414.84645,130.33671,381.93555,415.01517,169.93427,421.31495,49,0.47230321,1,0.44955119,217.94495,0.62269985,0,1,0.58223128,0.40911171,0.35911171,present
8402,4731,4726,27,337,0.1,415.24822,209.31301,381.71706,415.01517,169.93427,421.31495,40,0.45255102,1,0.41484969,223.6068,0.63887656,0,1,0.56993935,0.40911171,0.35911171,present
8403,4731,4727,23,337,0.1,415.24822,209.31301,381.71706,415.0795,169.71545,342.33766,49,0.42607247,1,0.41213412,206.15528,0.58901509,0,1,0.54871575,0.40911171,0.35911171,present
8404,4732,4741,1,338,0.1,454.3669,130.02651,342.47962,494.05607,169.31386,342.4031,49,0.35401916,1,0.29907566,180.27756,0.51507875,0,1,0.47469813,0.40911171,0.35911171,present
8405,4733,4741,2,338,0.1,533.34347,129.62492,342.54507,494.05607,169.31386,342.4031,43,0.28001898,1,0.23978313,150,0.42857143,0,1,0.41308349,0.40911171,0.35911171,uncertain
8406,4734,4741,3,338,0.1,533.74524,208.60121,342.32658,494.05607,169.31386,342.4031,40,0.35663265,1,0.30406667,180.27756,0.51507875,0,1,0.47697949,0.40911171,0.35911171,present
8407,4735,4741,0,338,0.1,454.76867,209.0028,342.26114,494.05607,169.31386,342.4031,49,0.35568513,1,0.29875834,173.20508,0.49487166,0,1,0.47005096,0.40911171,0.35911171,present
8408,4732,4742,13,338,0.1,454.3669,130.02651,342.47962,454.53562,169.62407,381.85903,48,0.42644558,1,0.41301157,212.13203,0.60609153,0,1,0.55336003,0.40911171,0.35911171,present
8409,4735,4742,12,338,0.1,454.76867,209.0028,342.26114,454.53562,169.62407,381.85903,49,0.37817576,1,0.36142843,193.64917,0.55328334,0,1,0.51020209,0.40911171,0.35911171,present
8410,4736,4742,28,338,0.1,454.70434,209.22162,421.23843,454.53562,169.62407,381.85903,40,0.36173469,1,0.35886255,190.36602,0.54390291,0,1,0.5021549,0.40911171,0.35911171,present
8411,4737,4742,29,338,0.1,454.30257,130.24533,421.45691,454.53562,169.62407,381.85903,49,0.43356935,1,0.41113869,212.13203,0.60609153,0,1,0.55493529,0.40911171,0.35911171,present
8412,4732,4744,14,338,0.1,454.3669,130.02651,342.47962,493.82302,129.93512,382.00099,41,0.41811847,1,0.41018938,217.94495,0.62269985,0,1,0.55416732,0.40911171,0.35911171,present
8413,4733,4744,15,338,0.1,533.34347,129.62492,342.54507,493.82302,129.93512,382.00099,39,0.67189953,1,0.61692076,282.84271,0.80812204,0,1,0.7386766,0.40911171,0.35911171,present
8414,4737,4744,30,338,0.1,454.30257,130.24533,421.45691,493.82302,129.93512,382.00099,44,0.61920223,1,0.56827347,271.48167,0.77566193,0,1,0.70015819,0.40911171,0.35911171,present
8415,4738,4744,31,338,0.1,533.27914,129.84374,421.52236,493.82302,129.93512,382.00099,44,0.40445269,1,0.40399388,215.03849,0.61439569,0,1,0.54613289,0.40911171,0.35911171,present
8416,4742,4740,24,338,0.1,454.53562,169.62407,381.85903,493.99174,169.53268,421.38039,49,0.4060808,1,0.41288947,212.13203,0.60609153,0,1,0.54721396,0.40911171,0.35911171,present
8417,4742,4741,20,338,0.1,454.53562,169.62407,381.85903,494.05607,169.31386,342.4031,49,0.55060392,1,0.51727721,239.79158,0.68511879,0,1,0.64164403,0.40911171,0.35911171,present
8418,4742,4745,4,338,0.1,454.53562,169.62407,381.85903,494.22479,208.91142,381.7825,41,0.36236934,1,0.29568628,187.08287,0.53452248,0,1,0.48104731,0.40911171,0.35911171,present
8419,4742,4744,5,338,0.1,454.53562,169.62407,381.85903,493.82302,129.93512,382.00099,39,0.38252224,1,0.31598578,187.08287,0.53452248,0,1,0.49318303,0.40911171,0.35911171,present
8420,4743,4741,22,338,0.1,533.51219,169.22247,381.92447,494.05607,169.31386,342.4031,49,0.38942107,1,0.3876848,206.15528,0.58901509,0,1,0.53038554,0.40911171,0.35911171,present
8421,4743,4745,7,338,0.1,533.51219,169.22247,381.92447,494.22479,208.91142,381.7825,40,0.3122449,1,0.2658002,165.83124,0.47380354,0,1,0.44186441,0.40911171,0.35911171,uncertain
8422,4743,4740,26,338,0.1,533.51219,169.22247,381.92447,493.99174,169.53268,421.38039,49,0.69845898,1,0.62556218,282.84271,0.80812204,0,1,0.74923686,0.40911171,0.35911171,present
8423,4744,4741,21,338,0.1,493.82302,129.93512,382.00099,494.05607,169.31386,342.4031,42,0.34450923,1,0.33246841,180.27756,0.51507875,0,1,0.48186298,0.40911171,0.35911171,present
8424,4744,4743,6,338,0.1,493.82302,129.93512,382.00099,533.51219,169.22247,381.92447,40,0.37806122,1,0.32039533,187.08287,0.53452248,0,1,0.49316759,0.40911171,0.35911171,present
8425,4744,4740,25,338,0.1,493.82302,129.93512,382.00099,493.99174,169.53268,421.38039,36,0.37755102,1,0.37046222,187.08287,0.53452248,0,1,0.50803459,0.40911171,0.35911171,present
8426,4745,4740,27,338,0.1,494.22479,208.91142,381.7825,493.99174,169.53268,421.38039,43,0.37351685,1,0.35807715,193.64917,0.55328334,0,1,0.50779903,0.40911171,0.35911171,present
8427,4745,4741,23,338,0.1,494.22479,208.91142,381.7825,494.05607,169.31386,342.4031,36,0.37131519,1,0.37876106,187.08287,0.53452248,0,1,0.5086535,0.40911171,0.35911171,present
8428,4746,4755,1,339,0.1,533.34347,129.62492,342.54507,573.03264,168.91227,342.46855,39,0.31606489,1,0.26862632,165.83124,0.47380354,0,1,0.44385825,0.40911171,0.35911171,uncertain
8429,4747,4755,2,339,0.1,612.32004,129.22333,342.61051,573.03264,168.91227,342.46855,46,0.31144632,1,0.26463945,158.11388,0.45175395,0,1,0.43576422,0.40911171,0.35911171,uncertain
8430,4748,4755,3,339,0.1,612.72181,208.19962,342.39203,573.03264,168.91227,342.46855,46,0.32298137,1,0.28545141,165.83124,0.47380354,0,1,0.45098072,0.40911171,0.35911171,uncertain
8431,4749,4755,0,339,0.1,533.74524,208.60121,342.32658,573.03264,168.91227,342.46855,41,0.25983076,1,0.22579676,150,0.42857143,0,1,0.40283111,0.40911171,0.35911171,uncertain
8432,4746,4756,13,339,0.1,533.34347,129.62492,342.54507,533.51219,169.22247,381.92447,43,0.35073564,1,0.34180447,180.27756,0.51507875,0,1,0.48653172,0.40911171,0.35911171,present
8433,4749,4756,12,339,0.1,533.74524,208.60121,342.32658,533.51219,169.22247,381.92447,37,0.28405957,1,0.2901397,150,0.42857143,0,1,0.42940264,0.40911171,0.35911171,uncertain
8434,4750,4756,28,339,0.1,533.68091,208.82003,421.30387,533.51219,169.22247,381.92447,49,0.25489379,1,0.27304515,150,0.42857143,0,1,0.41552454,0.40911171,0.35911171,uncertain
8435,4751,4756,29,339,0.1,533.27914,129.84374,421.52236,533.51219,169.22247,381.92447,46,0.34383319,1,0.3329754,180.27756,0.51507875,0,1,0.48181226,0.40911171,0.35911171,present
8436,4746,4758,14,339,0.1,533.34347,129.62492,342.54507,572.79959,129.53353,382.06644,45,0.31655329,1,0.32142018,180.27756,0.51507875,0,1,0.47016173,0.40911171,0.35911171,present
8437,4747,4758,15,339,0.1,612.32004,129.22333,342.61051,572.79959,129.53353,382.06644,38,0.64876477,1,0.60463139,271.55976,0.77588503,0,1,0.71999011,0.40911171,0.35911171,present
8438,4751,4758,30,339,0.1,533.27914,129.84374,421.52236,572.79959,129.53353,382.06644,42,0.60058309,1,0.5573763,259.80762,0.74230749,0,1,0.68296469,0.40911171,0.35911171,present
8439,4752,4758,31,339,0.1,612.25571,129.44215,421.5878,572.79959,129.53353,382.06644,48,0.26785714,1,0.28373713,165.83124,0.47380354,0,1,0.43392917,0.40911171,0.35911171,uncertain
8440,4756,4754,24,339,0.1,533.51219,169.22247,381.92447,572.96831,169.13109,421.44584,49,0.32361516,1,0.33184033,180.27756,0.51507875,0,1,0.47540634,0.40911171,0.35911171,present
8441,4756,4755,20,339,0.1,533.51219,169.22247,381.92447,573.03264,168.91227,342.46855,49,0.65514369,1,0.59941331,273.86128,0.7824608,0,1,0.7219823,0.40911171,0.35911171,present
8442,4756,4759,4,339,0.1,533.51219,169.22247,381.92447,573.20136,208.50983,381.84795,49,0.094127447,0.16326531,0.082395378,290.83124,0.8309464,41,0.02665556,0.26469178,0.40911171,0.35911171,broken
8443,4756,4758,5,339,0.1,533.51219,169.22247,381.92447,572.79959,129.53353,382.06644,48,0.28954082,1,0.25200937,158.11388,0.45175395,0,1,0.42540354,0.40911171,0.35911171,uncertain
8444,4757,4755,22,339,0.1,612.48876,168.82088,381.98991,573.03264,168.91227,342.46855,49,0.20907955,1,0.23086593,150,0.42857143,0,1,0.3891265,0.40911171,0.35911171,uncertain
