slice_index,low_density_strut_count,strut_ids
360,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
361,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
362,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
363,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
364,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
365,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
366,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
367,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
368,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
369,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
370,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
371,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
372,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
373,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
374,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
375,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
376,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
377,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
378,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
379,74,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9776;9780;9788;9795;9800;9828;10012;10019;10024;10028;10047;10052;10053;10057;10060;10075;10079
380,91,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8896;8900;8908;8911;8915;8921;8925;8939;9116;9135;9141;9145;9159;9273;9303;9336;9340;9348;9355;9365;9379;9556;9560;9568;9575;9580;9581;9599;9608;9610;9776;9780;9788;9795;9800;9828;9957;9982;9985;10010;10011;10012;10013;10019;10024;10026;10027;10028;10036;10038;10039;10041;10046;10047;10052;10053;10057;10060;10070;10073;10075;10078;10079
381,133,8248;8255;8260;8261;8264;8268;8276;8279;8457;8468;8471;8475;8480;8481;8484;8485;8488;8489;8499;8676;8680;8688;8695;8701;8705;8708;8719;8764;8885;8896;8900;8908;8909;8911;8914;8915;8921;8925;8939;9105;9116;9118;9123;9127;9129;9133;9135;9141;9143;9145;9152;9159;9162;9170;9273;9303;9320;9325;9336;9340;9343;9344;9347;9348;9349;9353;9355;9362;9363;9365;9366;9372;9379;9382;9545;9556;9558;9560;9563;9564;9567;9568;9569;9573;9575;9580;9581;9586;9599;9602;9610;9759;9765;9776;9778;9780;9783;9784;9787;9788;9789;9793;9795;9800;9802;9803;9806;9812;10003;10011;10017;10026;10027;10028;10030;10031;10036;10039;10041;10045;10046;10052;10053;10054;10057;10058;10060;10068;10070;10071;10073;10075;10078
382,123,8248;8249;8254;8255;8260;8261;8262;8263;8264;8266;8268;8271;8272;8275;8276;8279;8281;8282;8457;8458;8463;8467;8468;8469;8471;8473;8474;8475;8480;8481;8483;8484;8485;8486;8488;8489;8491;8495;8499;8502;8676;8679;8680;8683;8684;8687;8688;8689;8693;8694;8695;8701;8703;8705;8706;8708;8711;8719;8722;8885;8896;8900;8903;8904;8907;8908;8909;8911;8913;8914;8921;8922;8923;8925;8932;8939;8942;9118;9123;9133;9143;9152;9159;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
383,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
384,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
385,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
386,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
387,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
388,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
389,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
390,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
391,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
392,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
393,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
394,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
395,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
396,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
397,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
398,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
399,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
400,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
401,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
402,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
403,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
404,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
405,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
406,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
407,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
408,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
409,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
410,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
411,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
412,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
413,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
414,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
415,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
416,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
417,78,8254;8262;8263;8266;8271;8272;8281;8282;8458;8463;8473;8474;8483;8486;8491;8502;8679;8683;8684;8693;8694;8703;8706;8711;8722;8903;8904;8913;8914;8922;8923;8932;8942;9118;9123;9133;9143;9152;9162;9170;9320;9343;9344;9353;9362;9363;9366;9372;9382;9558;9563;9564;9573;9586;9602;9610;9759;9778;9783;9784;9793;9802;9803;9806;9812;10003;10017;10026;10027;10030;10031;10036;10045;10046;10054;10058;10068;10078
